StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q24,Q29,Q33,Q12,Q13,Q14,Q9,Q10,Q11,Q15,Q16,Q17,Q28,Q18,Q19,Q20,Q22,Q23,Q21,Q26,Q27,Q_RecaptchaStatus,Q_RecaptchaError,Q_TerminateFlag,Condition,FL_7_DO
2026-05-18 19:14:55,2026-05-18 19:21:44,IP Address,95.99.133.207,100,409,True,2026-05-18 21:14:09,R_8vjDMVrfHsbE2yX,,,,,52.1393,4.4557,anonymous,EN,1,"Yes, I agree",Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-18 20:04:15,2026-05-18 20:06:07,IP Address,92.109.67.178,100,112,True,2026-05-18 21:18:19,R_8P1HAWv8dOwhwFI,,,,,52.3402,4.9084,anonymous,EN,1,"Yes, I agree",Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-18 20:32:14,2026-05-18 20:37:15,IP Address,62.163.195.166,100,301,True,2026-05-18 21:25:09,R_8ihuxmv9iXSghCX,,,,,52.3521,4.9138,anonymous,EN,1,"Yes, I agree",Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-18 21:44:08,2026-05-18 21:49:50,IP Address,178.230.117.246,100,342,True,2026-05-18 21:31:39,R_8C2qmrMCVnSg6Dn,,,,,52.3824,4.8995,anonymous,EN,0.800000011920929,"Yes, I agree",Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,18 - 24,Male,complete,,,Low,FL_31
2026-05-18 22:36:09,2026-05-18 22:39:34,IP Address,94.157.251.250,100,205,True,2026-05-18 21:40:08,R_24nBaO2suHx9uBX,,,,,52.506,4.9757,anonymous,EN,0.800000011920929,"Yes, I agree",Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,18 - 24,Female,complete,,,Low,FL_31
2026-05-19 01:20:35,2026-05-19 01:27:51,IP Address,87.208.27.64,100,436,True,2026-05-18 21:47:13,R_81g6oNpM1J17liA,,,,,51.9179,4.4901,anonymous,EN,0.30000001192092896,"Yes, I agree",Agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,25 - 34,Male,complete,,,High,FL_29
2026-05-19 02:10:51,2026-05-19 02:14:26,IP Address,86.84.225.86,100,215,True,2026-05-18 21:58:42,R_8lSm5lBfCs4QjHA,,,,,51.9281,4.5052,anonymous,EN,0.800000011920929,"Yes, I agree",Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-19 07:23:39,2026-05-19 07:26:33,IP Address,178.230.31.24,100,174,True,2026-05-18 22:04:20,R_8ds66tdG3x5CQ8h,,,,,52.3824,4.8995,anonymous,EN,0.30000001192092896,"Yes, I agree",Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-19 07:37:39,2026-05-19 07:41:43,IP Address,92.108.202.151,100,244,True,2026-05-18 22:04:21,R_29nG9fsWLBMP4wV,,,,,52.3555,5.0003,anonymous,EN,0.800000011920929,"Yes, I agree",Somewhat agree,Strongly disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Strongly disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-19 09:14:31,2026-05-19 09:17:50,IP Address,213.73.136.161,100,199,True,2026-05-18 22:07:47,R_8kv1Chcc5kRCfXH,,,,,52.5969,4.7083,anonymous,EN,0.800000011920929,"Yes, I agree",Agree,Agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-19 09:17:01,2026-05-19 09:19:55,IP Address,82.217.147.88,100,174,True,2026-05-18 22:32:34,R_2KoNyUeiZtfWUty,,,,,51.5542,5.0661,anonymous,EN,0.800000011920929,"Yes, I agree",Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,25 - 34,Male,complete,,,Low,FL_31
2026-05-19 10:27:38,2026-05-19 10:30:28,IP Address,186.179.163.19,100,170,True,2026-05-18 22:43:25,R_5xXdPlhU8GlyWUT,,,,,5.8667,-55.1642,anonymous,EN,0.800000011920929,"Yes, I agree",Somewhat agree,Somewhat disagree,Agree,Agree,Disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,25 - 34,Female,complete,,,High,FL_29
2026-05-19 12:19:15,2026-05-19 12:21:05,IP Address,212.83.74.134,100,110,True,2026-05-18 23:16:12,R_2n97s25e8aaVgxb,,,,,52.3672,4.918,anonymous,EN,0.800000011920929,"Yes, I agree",Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-19 12:53:21,2026-05-19 12:55:43,IP Address,80.115.236.147,100,142,True,2026-05-18 23:38:40,R_23CijsWhzqfqw9b,,,,,51.9009,4.4945,anonymous,EN,0.800000011920929,"Yes, I agree",Strongly agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Disagree,18 - 24,Female,complete,,,High,FL_29
2026-05-19 15:29:40,2026-05-19 15:33:27,IP Address,69.156.197.36,100,227,True,2026-05-18 23:39:01,R_3EnezVDtGfNfkDB,,,,,43.6456,-79.4569,anonymous,EN,0.89999997615814209,"Yes, I agree",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,25 - 34,Male,complete,,,High,FL_29
2026-05-19 17:33:57,2026-05-19 17:38:16,IP Address,104.28.30.81,100,259,True,2026-05-19 08:32:32,R_2iJaLWnKdLqh4aD,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,25 - 34,Male,complete,,,Low,FL_31
2026-05-19 18:37:19,2026-05-19 18:39:05,IP Address,87.212.77.209,100,106,True,2026-05-19 09:41:24,R_2czvPlXNMHTCjnL,,,,,52.6656,4.7023,anonymous,EN,1,"Yes, I agree",Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-19 20:32:17,2026-05-19 20:36:57,IP Address,77.171.236.170,100,280,True,2026-05-20 11:05:24,R_22G2rKC2cGU1vnU,,,,,52.1068,5.134,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,25 - 34,Male,complete,,,High,FL_29
2026-05-19 20:41:58,2026-05-19 20:44:54,IP Address,147.161.138.95,100,176,True,2026-05-20 11:20:53,R_2v2Fh2jbwfPYmvD,,,,,50.1169,8.6837,anonymous,EN,1,"Yes, I agree",Somewhat agree,Agree,Disagree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,25 - 34,Female,complete,,,High,FL_29
2026-05-19 20:53:10,2026-05-19 21:09:46,IP Address,49.205.147.53,100,996,True,2026-05-20 11:31:02,R_9GZf0y1h3W4FO54,,,,,12.9753,77.591,anonymous,EN,1,"Yes, I agree",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,25 - 34,Male,complete,,,High,FL_29
2026-05-19 21:01:44,2026-05-19 21:03:47,IP Address,5.14.139.246,100,123,True,2026-05-20 11:51:43,R_2OxlyyQcGbhIPV3,,,,,45.7537,21.2257,anonymous,EN,0.800000011920929,"Yes, I agree",Disagree,Disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly disagree,25 - 34,Male,complete,,,Low,FL_31
2026-05-19 22:53:28,2026-05-19 22:55:36,IP Address,77.165.208.204,100,128,True,2026-05-20 14:20:40,R_2jDsaJf1I02ium5,,,,,52.1889,6.8775,anonymous,EN,1,"Yes, I agree",Disagree,Strongly disagree,Disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-20 04:20:52,2026-05-20 04:22:02,IP Address,138.199.222.222,100,70,True,2026-05-21 02:11:40,R_8YGsMuOm1w1VvrO,,,,,49.4527,11.0783,anonymous,EN,0,"Yes, I agree",Somewhat agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Strongly disagree,Disagree,18 - 24,Male,complete,,,High,FL_29
2026-05-20 07:08:15,2026-05-20 07:09:02,IP Address,93.117.215.166,19,47,False,2026-05-23 11:30:01,R_8f7v8JHhoxHhOHD,,,,,51.6914,5.3088,anonymous,EN,1,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-20 07:27:30,2026-05-20 07:34:14,IP Address,200.2.163.244,100,404,True,2026-05-24 15:46:22,R_165ReW7wEK1lQhp,,,,,5.8667,-55.1642,anonymous,EN,1,"Yes, I agree",Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18 - 24,Male,complete,,,High,FL_29
2026-05-20 08:52:02,2026-05-20 08:56:33,IP Address,172.225.229.145,100,271,True,2026-05-24 17:03:27,R_8f7d6DxuBnVkDBo,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,25 - 34,Female,complete,,,High,FL_29
2026-05-20 13:56:14,2026-05-20 13:58:35,IP Address,104.28.86.44,100,141,True,2026-05-24 21:43:03,R_2MvNdRqw3UpYS9r,,,,,51.9235,4.4813,anonymous,EN,1,"Yes, I agree",Agree,Disagree,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,25 - 34,Male,complete,,,Low,FL_31
2026-05-20 14:20:16,2026-05-20 14:23:16,IP Address,172.225.253.132,100,180,True,2026-05-25 00:18:53,R_2QioFzyWdDINpSr,,,,,52.3716,4.8883,anonymous,EN,1,"Yes, I agree",Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,18 - 24,Male,complete,,,High,FL_29
2026-05-20 16:42:45,2026-05-20 16:48:24,IP Address,172.225.164.163,100,339,True,2026-05-25 15:43:15,R_5xx89WhxKOHdNHe,,,,,5.8667,-55.1642,anonymous,EN,0.60000002384185791,"Yes, I agree",Strongly agree,Strongly agree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-20 18:33:32,2026-05-20 18:33:46,IP Address,85.149.50.170,19,14,False,2026-05-25 21:07:21,R_8og8OfcK7aFynWF,,,,,51.4947,4.8589,anonymous,EN,1,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-20 20:07:12,2026-05-20 20:07:26,IP Address,62.163.195.167,19,14,False,2026-05-25 21:19:53,R_8Fyj4V2HWqhfL69,,,,,52.3521,4.9138,anonymous,EN,1,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-20 20:40:26,2026-05-20 20:40:35,IP Address,186.179.192.181,19,9,False,2026-05-25 21:38:57,R_1dsL6lGhE1sFk5f,,,,,5.8667,-55.1642,anonymous,EN,0.800000011920929,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-21 01:09:26,2026-05-21 01:09:45,IP Address,186.179.163.8,19,19,False,2026-05-25 21:41:49,R_54X3gyxKjgEIdmF,,,,,5.8667,-55.1642,anonymous,EN,0.800000011920929,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-21 01:53:44,2026-05-21 01:54:06,IP Address,168.121.86.186,19,22,False,2026-05-25 22:33:56,R_3vCEWnTvhXPJUHv,,,,,5.8667,-55.1642,anonymous,EN,0.5,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-21 03:03:16,2026-05-21 03:03:28,IP Address,89.205.148.240,19,12,False,2026-05-25 22:51:12,R_2N2hyOsHxxaD2WU,,,,,52.3824,4.8995,anonymous,EN,0.5,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-21 04:04:47,2026-05-21 04:09:27,IP Address,200.2.163.114,65,280,False,2026-05-25 23:02:29,R_61EhcyydDbVV6in,,,,,5.8667,-55.1642,anonymous,EN,0.800000011920929,"Yes, I agree",Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,complete,,,High,FL_29
2026-05-21 06:07:29,2026-05-21 06:07:38,IP Address,85.148.29.165,19,9,False,2026-05-25 23:56:03,R_8kzVDtw0pCdAdhf,,,,,52.3806,4.8738,anonymous,EN,1,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-21 06:14:28,2026-05-21 06:18:27,IP Address,190.98.16.149,54,239,False,2026-05-26 00:23:56,R_6qF3qf5SrAzEK0y,,,,,5.8667,-55.1642,anonymous,EN,0.89999997615814209,"Yes, I agree",Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-21 07:23:03,2026-05-21 07:23:32,IP Address,86.89.86.212,19,29,False,2026-05-26 02:02:43,R_2GePAYwJVAzpkLr,,,,,51.8521,4.5326,anonymous,EN,0.800000011920929,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-21 11:41:10,2026-05-21 11:42:46,IP Address,168.121.87.174,19,96,False,2026-05-26 03:05:22,R_7aHkUMAnJdBGdWN,,,,,5.8667,-55.1642,anonymous,EN,0.60000002384185791,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-21 12:54:39,2026-05-21 12:54:52,IP Address,80.114.170.100,19,13,False,2026-05-26 10:24:14,R_8fNSlG1C1FAGT11,,,,,52.352,4.8384,anonymous,EN,0.800000011920929,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-21 13:04:21,2026-05-21 13:04:49,IP Address,143.177.111.204,19,28,False,2026-05-26 12:18:15,R_8Ce7M04O4lMAFVe,,,,,52.5345,6.052,anonymous,EN,0.800000011920929,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-21 13:41:46,2026-05-21 13:42:14,IP Address,217.166.241.204,19,28,False,2026-05-26 12:27:55,R_2Mu6yQJ8NLAZNTI,,,,,52.3591,4.793,anonymous,EN,0.89999997615814209,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-21 15:04:03,2026-05-21 15:05:08,IP Address,84.41.143.130,42,65,False,2026-05-26 15:07:56,R_8ukKJTZ35kRfEVb,,,,,52.5012,5.0626,anonymous,EN,1,"Yes, I agree",Strongly disagree,Strongly disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat disagree,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-21 17:01:00,2026-05-21 17:01:18,IP Address,77.171.236.171,12,18,False,2026-05-27 11:09:03,R_8plKq6Jd9FV43Ic,,,,,52.1068,5.134,anonymous,EN,1,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-21 18:29:53,2026-05-21 18:30:46,IP Address,81.102.116.164,19,53,False,2026-05-27 12:53:44,R_8w5DcA3uGBfrXbG,,,,,55.9402,-4.1605,anonymous,EN,1,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,High,FL_29
2026-05-21 21:33:38,2026-05-21 21:33:48,IP Address,77.165.208.205,12,10,False,2026-05-27 14:21:31,R_2OZneAE6vHc3GZo,,,,,52.1889,6.8775,anonymous,EN,1,"Yes, I agree",,,,,,,,,,,,,,,,,,,,,,complete,,,Low,FL_31
2026-05-21 22:44:42,2026-05-21 22:48:51,IP Address,86.90.131.75,100,249,True,2026-05-29 13:12:09,R_2TFTKEprs3qDrxg,,,,,52.4574,4.8208,anonymous,EN,1,"Yes, I agree",Strongly disagree,Strongly disagree,Strongly disagree,Agree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Strongly agree,Disagree,Disagree,18 - 24,Male,complete,,,Low,FL_31
2026-05-22 00:41:53,2026-05-22 00:43:36,IP Address,194.107.161.95,100,103,True,2026-05-29 14:17:53,R_9prLzIYIL3r6vxT,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,25 - 34,Female,complete,,,High,FL_29
2026-05-22 01:32:25,2026-05-22 01:33:41,IP Address,194.107.161.96,100,76,True,2026-05-29 14:19:12,R_9ALqFaPmVCMio4c,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,18 - 24,Male,complete,,,High,FL_29
2026-05-22 08:22:48,2026-05-22 08:24:28,IP Address,194.107.161.97,100,100,True,2026-05-29 14:20:56,R_4EbOpu8q7eekroi,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,35 - 44,Female,complete,,,Low,FL_31
2026-05-22 10:36:39,2026-05-22 10:39:31,IP Address,194.107.161.98,100,172,True,2026-05-29 14:23:50,R_4U0gxOKNTAbfo05,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,18 - 24,Male,complete,,,Low,FL_31
2026-05-22 12:37:58,2026-05-22 12:38:58,IP Address,194.107.161.99,100,60,True,2026-05-29 14:24:52,R_44i694eegZ7tayO,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,18 - 24,Female,complete,,,High,FL_29
2026-05-22 15:11:03,2026-05-22 15:11:55,IP Address,194.107.161.100,100,52,True,2026-05-29 14:25:48,R_9UZsUhk1P5QtqSt,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,25 - 34,Female,complete,,,High,FL_29
2026-05-22 20:05:03,2026-05-22 20:06:57,IP Address,92.108.208.119,100,114,True,2026-05-29 14:50:32,R_8JS04EoXFwqJ15a,,,,,52.3555,5.0003,anonymous,EN,1,"Yes, I agree",Somewhat agree,Disagree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Disagree,18 - 24,Male,complete,,,Low,FL_31
2026-05-22 21:43:35,2026-05-22 21:45:05,IP Address,92.108.208.120,100,90,True,2026-05-29 14:53:39,R_8KHFRLinX48I7A4,,,,,52.3555,5.0003,anonymous,EN,1,"Yes, I agree",Agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,35 - 44,Female,complete,,,Low,FL_31
2026-05-22 22:42:34,2026-05-22 22:51:12,IP Address,194.107.161.101,100,518,True,2026-05-29 15:47:33,R_4c0IcWgn3dxv04w,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,25 - 34,Male,complete,,,High,FL_29
2026-05-22 22:47:25,2026-05-22 22:50:45,IP Address,194.107.161.102,100,200,True,2026-05-29 15:50:55,R_99gADS78sgwV9Xq,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Somewhat agree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,18 - 24,Female,complete,,,Low,FL_31
2026-05-22 23:26:46,2026-05-22 23:28:42,IP Address,194.107.161.103,100,116,True,2026-05-29 15:52:53,R_972IRKL1d76cVz6,,,,,-31.9474,115.8648,anonymous,EN,1,"Yes, I agree",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,25 - 34,Female,complete,,,High,FL_29
